     Time_Now  Buffer_Level 
       82.784        27.703
       82.784        29.703
      84.5835       27.9035
      84.5835       29.9035
      86.2463       28.2406
      86.2463       30.2406
      89.1935       27.2934
      89.1935       29.2934
      91.7476       26.7393
      91.7476       28.7393
      92.7099        27.777
      92.7099        29.777
      94.0351       28.4518
      94.0351       30.4518
      96.7517       27.7352
      96.7517       29.7352
      97.6931       28.7938
      97.6931       30.7938
      98.7996       29.6873
      98.7996       31.6873
      103.222       27.2645
      103.222       29.2645
      104.433       28.0537
      104.433       30.0537
      105.113       29.3735
      105.113       31.3735
      107.206        29.281
      107.206        31.281
      108.962       29.5251
      108.962       31.5251
      111.072       29.4151
      111.072       31.4151
       114.39       28.0969
       114.39       30.0969
       116.48       28.0069
       116.48       30.0069
      120.056        26.431
      120.056        28.431
      120.628       27.8584
      120.628       29.8584
      120.722       29.7645
      120.722       31.7645
      123.947         28.54
      123.947         30.54
       126.28       28.2066
       126.28       30.2066
      127.899       28.5879
      127.899       30.5879
      129.403       29.0839
      129.403       31.0839
      131.191       29.2955
      131.191       31.2955
      132.967       29.5198
      132.967       31.5198
      137.071       27.4155
      137.071       29.4155
      138.051       28.4355
      138.051       30.4355
      139.278       29.2092
      139.278       31.2092
      142.764       27.7229
      142.764       29.7229
      143.559       28.9279
      143.559       30.9279
      145.702       28.7848
      145.702       30.7848
      149.203       27.2835
      149.203       29.2835
      151.239       27.2484
      151.239       29.2484
      153.102       27.3851
      153.102       29.3851
      154.403       28.0838
      154.403       30.0838
      158.168       26.3187
      158.168       28.3187
      159.513       26.9742
      159.513       28.9742
      160.712       27.7747
      160.712       29.7747
      162.838       27.6489
      162.838       29.6489
       166.97       25.5169
       166.97       27.5169
      168.299       26.1877
      168.299       28.1877
      169.783       26.7036
      169.783       28.7036
      170.757       27.7303
      170.757       29.7303
      173.661       26.8263
      173.661       28.8263
      175.555       26.9323
      175.555       28.9323
      177.168       27.3187
      177.168       29.3187
      178.674       27.8124
      178.674       29.8124
      179.464       29.0227
      179.464       31.0227
      182.682       27.8045
      182.682       29.8045
      184.029       28.4581
      184.029       30.4581
      185.184       29.3031
      185.184       31.3031
      187.044       29.4427
      187.044       31.4427
      191.458       27.0286
      191.458       29.0286
      193.572        26.915
      193.572        28.915
      194.079       28.4083
      194.079       30.4083
      196.813       27.6743
      196.813       29.6743
      197.021       29.4661
      197.021       31.4661
      197.216       31.2714
      197.216       33.2714
      198.745       31.7415
      198.745       33.7415
      204.497       27.9894
      204.497       29.9894
      205.007       29.4802
      205.007       31.4802
       207.53       28.9569
       207.53       30.9569
      210.072       28.4145
      210.072       30.4145
      212.777       27.7102
      212.777       29.7102
      215.186       27.3008
      215.186       29.3008
      215.834       28.6525
      215.834       30.6525
      218.313        28.174
      218.313        30.174
      218.599       29.8878
      218.599       31.8878
      222.658       27.8286
      222.658       29.8286
      225.381       27.1061
      225.381       29.1061
      226.737       27.7504
      226.737       29.7504
      227.649       28.8384
      227.649       30.8384
      228.879       29.6078
      228.879       31.6078
      229.776       30.7113
      229.776       32.7113
      231.306        31.181
      231.306        33.181
      236.865       27.6215
      236.865       29.6215
      237.658       28.8285
      237.658       30.8285
       239.76       28.7271
       239.76       30.7271
      240.539        29.948
      240.539        31.948
      244.101       28.3856
      244.101       30.3856
      244.476       30.0112
      244.476       32.0112
      246.632       29.8552
      246.632       31.8552
      251.032       27.4552
      251.032       29.4552
      251.852       28.6345
      251.852       30.6345
      253.387       29.1001
      253.387       31.1001
      254.537         29.95
      254.537         31.95
      255.841       30.6458
      255.841       32.6458
      260.437       28.0501
      260.437       30.0501
      261.455       29.0316
      261.455       31.0316
      262.492        29.995
      262.492        31.995
      265.575        28.912
      265.575        30.912
      266.745       29.7417
      266.745       31.7417
      269.246       29.2407
      269.246       31.2407
      269.638       30.8486
      269.638       32.8486
      271.459       31.0278
      271.459       33.0278
      274.399       30.0874
      274.399       32.0874
      275.967       30.5204
      275.967       32.5204
      280.297       28.1895
      280.297       30.1895
      280.967       29.5201
      280.967       31.5201
      284.687       27.8003
      284.687       29.8003
      285.623       28.8635
      285.623       30.8635
      286.682       29.8048
      286.682       31.8048
      290.938       27.5494
      290.938       29.5494
      293.031       27.4558
      293.031       29.4558
      295.136       27.3512
      295.136       29.3512
      297.559       26.9283
      297.559       28.9283
      298.634       27.8532
      298.634       29.8532
      301.476        27.011
      301.476        29.011
      302.242       28.2449
      302.242       30.2449
      303.092       29.3951
      303.092       31.3951
      306.525       27.9623
      306.525       29.9623
      308.248       28.2386
      308.248       30.2386
      309.689       28.7976
      309.689       30.7976
      312.227       28.2598
      312.227       30.2598
      314.477       28.0098
      314.477       30.0098
      316.151       28.3359
      316.151       30.3359
      318.512       27.9748
      318.512       29.9748
      319.608       28.8785
      319.608       30.8785
      322.257       28.2298
      322.257       30.2298
      324.881       27.6058
      324.881       29.6058
      325.295       29.1915
      325.295       31.1915
      325.804       30.6826
      325.804       32.6826
      328.927         29.56
      328.927         31.56
      332.701        27.786
      332.701        29.786
      333.255       29.2323
      333.255       31.2323
      334.384       30.1026
      334.384       32.1026
      335.269       31.2181
      335.269       33.2181
      337.816       30.6709
      337.816       32.6709
      339.298       31.1887
      339.298       33.1887
      341.976       30.5106
      341.976       32.5106
      343.699       30.7879
      343.699       32.7879
      347.812       28.6747
      347.812       30.6747
      348.554       29.9326
      348.554       31.9326
      354.167         26.32
      354.167         28.32
      355.811       26.6755
      355.811       28.6755
      357.589       26.8978
      357.589       28.8978
      359.453       27.0341
      359.453       29.0341
      361.066       27.4205
      361.066       29.4205
       363.19       27.2973
       363.19       29.2973
      364.666       27.8205
      364.666       29.8205
      365.695       28.7918
      365.695       30.7918
      368.032       28.4544
      368.032       30.4544
      370.653        27.834
      370.653        29.834
      372.685       27.8021
      372.685       29.8021
       373.27        29.217
       373.27        31.217
       374.54       29.9471
       374.54       31.9471
      378.816       27.6708
      378.816       29.6708
      379.217       29.2698
      379.217       31.2698
      382.654       27.8334
      382.654       29.8334
      382.959        29.528
      382.959        31.528
      383.362       31.1254
      383.362       33.1254
      386.602       29.8851
      386.602       31.8851
      389.409       29.0781
      389.409       31.0781
      390.151       30.3355
      390.151       32.3355
      391.574       30.9129
      391.574       32.9129
      396.144       28.3427
      396.144       30.3427
      397.032       29.4552
      397.032       31.4552
      398.327       30.1598
      398.327       32.1598
      403.025        27.462
      403.025        29.462
      403.715       28.7717
      403.715       30.7717
      405.918       28.5692
      405.918       30.5692
      406.665       29.8224
      406.665       31.8224
      407.252       31.2345
      407.252       33.2345
      412.264       28.2224
      412.264       30.2224
       412.81        29.677
       412.81        31.677
      416.221       28.2657
      416.221       30.2657
