     Time_Now  Buffer_Level 
       82.781       27.7059
       82.781       29.7059
      84.5753       27.9116
      84.5753       29.9116
      86.2419        28.245
      86.2419        30.245
      89.1891       27.2978
      89.1891       29.2978
      91.7449       26.7421
      91.7449       28.7421
      92.7055       27.7814
      92.7055       29.7814
      94.0406       28.4463
      94.0406       30.4463
      96.7505       27.7364
      96.7505       29.7364
      97.6933       28.7936
      97.6933       30.7936
      98.7966       29.6903
      98.7966       31.6903
      103.213        27.274
      103.213        29.274
      104.433       28.0538
      104.433       30.0538
      105.115       29.3719
      105.115       31.3719
      107.207       29.2795
      107.207       31.2795
      108.961       29.5261
      108.961       31.5261
      111.066       29.4209
      111.066       31.4209
      114.394       28.0925
      114.394       30.0925
      116.486       28.0005
      116.486       30.0005
      120.054       26.4332
      120.054       28.4332
      120.627       27.8602
      120.627       29.8602
      120.721       29.7658
      120.721       31.7658
      123.942       28.5451
      123.942       30.5451
      126.284       28.2031
      126.284       30.2031
      127.902       28.5848
      127.902       30.5848
      129.405        29.082
      129.405        31.082
      131.192        29.295
      131.192        31.295
      132.965       29.5219
      132.965       31.5219
      137.069       27.4182
      137.069       29.4182
      138.049       28.4381
      138.049       30.4381
       139.27       29.2164
       139.27       31.2164
      142.761       27.7262
      142.761       29.7262
      143.555       28.9323
      143.555       30.9323
      145.697       28.7897
      145.697       30.7897
      149.205       27.2821
      149.205       29.2821
      151.233       27.2536
      151.233       29.2536
      153.093       27.3941
      153.093       29.3941
      154.398       28.0886
      154.398       30.0886
      158.161       26.3259
      158.161       28.3259
      159.504       26.9828
      159.504       28.9828
      160.702       27.7854
      160.702       29.7854
      162.835       27.6518
      162.835       29.6518
      166.967       25.5199
      166.967       27.5199
      168.292        26.195
      168.292        28.195
      169.789       26.6975
      169.789       28.6975
      170.762       27.7245
      170.762       29.7245
      173.663       26.8241
      173.663       28.8241
      175.563       26.9238
      175.563       28.9238
      177.174       27.3127
      177.174       29.3127
      178.674       27.8134
      178.674       29.8134
      179.466       29.0208
      179.466       31.0208
      182.684       27.8029
      182.684       29.8029
      184.041       28.4456
      184.041       30.4456
       185.19       29.2969
       185.19       31.2969
      187.047       29.4397
      187.047       31.4397
      191.468       27.0191
      191.468       29.0191
      193.581       26.9062
      193.581       28.9062
      194.087       28.4002
      194.087       30.4002
      196.806       27.6813
      196.806       29.6813
      197.011       29.4755
      197.011       31.4755
      197.204       31.2825
      197.204       33.2825
      198.749       31.7374
      198.749       33.7374
      204.498       27.9889
      204.498       29.9889
      205.006        29.481
      205.006        31.481
      207.534       28.9533
      207.534       30.9533
      210.067       28.4197
      210.067       30.4197
      212.767       27.7197
      212.767       29.7197
      215.193       27.2938
      215.193       29.2938
      215.842       28.6451
      215.842       30.6451
       218.31       28.1771
       218.31       30.1771
      218.597       29.8898
      218.597       31.8898
      222.656        27.831
      222.656        29.831
      225.384       27.1028
      225.384       29.1028
      226.732       27.7552
      226.732       29.7552
      227.641       28.8464
      227.641       30.8464
      228.871       29.6158
      228.871       31.6158
      229.778       30.7086
      229.778       32.7086
      231.305       31.1817
      231.305       33.1817
      236.866       27.6211
      236.866       29.6211
       237.66       28.8265
       237.66       30.8265
      239.768       28.7191
      239.768       30.7191
      240.538       29.9491
      240.538       31.9491
      244.102       28.3854
      244.102       30.3854
      244.478       30.0088
      244.478       32.0088
      246.629       29.8579
      246.629       31.8579
      251.026       27.4606
      251.026       29.4606
      251.845       28.6421
      251.845       30.6421
      253.387       29.0997
      253.387       31.0997
      254.535       29.9524
      254.535       31.9524
      255.839       30.6477
      255.839       32.6477
      260.435        28.052
      260.435        30.052
      261.451        29.036
      261.451        31.036
      262.481       30.0054
      262.481       32.0054
      265.575       28.9124
      265.575       30.9124
      266.747       29.7394
      266.747       31.7394
      269.257       29.2296
      269.257       31.2296
      269.654       30.8334
      269.654       32.8334
      271.471       31.0164
      271.471       33.0164
      274.403       30.0835
      274.403       32.0835
      275.968       30.5186
      275.968       32.5186
      280.301       28.1859
      280.301       30.1859
      280.969       29.5175
      280.969       31.5175
      284.684       27.8025
      284.684       29.8025
      285.617       28.8695
      285.617       30.8695
       286.67       29.8167
       286.67       31.8167
      290.933       27.5539
      290.933       29.5539
      293.035       27.4524
      293.035       29.4524
      295.137       27.3503
      295.137       29.3503
       297.56       26.9264
       297.56       28.9264
       298.64       27.8466
       298.64       29.8466
       301.47       27.0174
       301.47       29.0174
      302.234       28.2526
      302.234       30.2526
      303.078       29.4093
      303.078       31.4093
      306.525       27.9614
      306.525       29.9614
      308.256       28.2308
      308.256       30.2308
      309.691       28.7964
      309.691       30.7964
      312.221       28.2656
      312.221       30.2656
      314.484       28.0029
      314.484       30.0029
      316.154       28.3332
      316.154       30.3332
      318.516       27.9704
      318.516       29.9704
       319.61       28.8767
       319.61       30.8767
      322.258       28.2293
      322.258       30.2293
      324.884       27.6025
      324.884       29.6025
        325.3       29.1874
        325.3       31.1874
      325.809       30.6778
      325.809       32.6778
      328.921       29.5659
      328.921       31.5659
      332.699       27.7878
      332.699       29.7878
      333.254       29.2326
      333.254       31.2326
      334.384       30.1024
      334.384       32.1024
      335.271       31.2157
      335.271       33.2157
      337.819       30.6683
      337.819       32.6683
      339.299       31.1883
      339.299       33.1883
      341.976        30.511
      341.976        32.511
      343.699       30.7882
      343.699       32.7882
      347.814       28.6726
      347.814       30.6726
       348.56       29.9271
       348.56       31.9271
      354.168       26.3189
      354.168       28.3189
      355.814       26.6733
      355.814       28.6733
      357.595       26.8916
      357.595       28.8916
      359.454        27.033
      359.454        29.033
      361.082       27.4051
      361.082       29.4051
      363.202       27.2847
      363.202       29.2847
      364.681       27.8057
      364.681       29.8057
      365.717         28.77
      365.717         30.77
      368.022       28.4652
      368.022       30.4652
      370.647       27.8396
      370.647       29.8396
      372.683        27.804
      372.683        29.804
      373.264        29.223
      373.264        31.223
      374.539       29.9482
      374.539       31.9482
      378.817       27.6695
      378.817       29.6695
      379.211       29.2756
      379.211       31.2756
      382.653        27.834
      382.653        29.834
      382.962       29.5253
      382.962       31.5253
      383.363       31.1236
      383.363       33.1236
      386.603       29.8835
      386.603       31.8835
      389.408       29.0794
      389.408       31.0794
      390.153       30.3341
      390.153       32.3341
      391.577       30.9104
      391.577       32.9104
      396.141       28.3454
      396.141       30.3454
      397.032       29.4551
      397.032       31.4551
      398.321       30.1657
      398.321       32.1657
      403.019        27.468
      403.019        29.468
      403.701       28.7858
      403.701       30.7858
      405.916       28.5708
      405.916       30.5708
      406.666       29.8207
      406.666       31.8207
      407.252       31.2346
      407.252       33.2346
      412.269       28.2182
      412.269       30.2182
